Date,Julian Day,Time,Air Temp,Site,Conductivity,Water Temp,pH,Salinity,Turbidity,DO,Chloride
7/10/2019,556,10:15,24.44,ShCr03,563,21.4,8.65,0.27,8.87,8.93,39.9
7/24/2019,570,10:06,20,ShCr03,604,17.6,8.41,0.29,,8.92,27.75
7/29/2019,575,9:45,25.56,ShCr03,612,20.4,8.43,0.3,5.99,7.89,28.6
8/7/2019,584,9:51,20,ShCr03,509.2,20.7,8.51,0.25,40.58,7.84,26.61
8/30/2019,607,14:28,27.78,ShCr03,674,22.8,8.59,0.33,,6.69,
9/18/2019,626,11:51,21.11,ShCr03,804,19.3,8.23,0.4,2.53,8.77,
10/2/2019,640,15:05,30.56,ShCr03,745,23.5,8.22,0.36,,7.63,
10/23/2019,661,15:25,14.44,ShCr03,665,12.7,8.42,0.33,,10.21,44.78
11/14/2019,683,15:25,-3,ShCr03,653.1,4.6,8.03,0.32,3.52,14.48,39.24
11/19/2019,688,15:46,4.44,ShCr03,701.7,4.6,7.9,0.34,,9.42,35.05
12/11/2019,710,11:54,-3.33,ShCr03,502.5,3.1,7.83,0.24,,,20.08
12/18/2019,717,12:29,-3.33,ShCr03,518.9,2.9,7.82,0.26,,13.4,25.73
